,review,title,rating,purchased_product,date
17,Purchased this as a gift but once it arrived I realized the fabric was much thinner than expected. The long sleeve was partially see through so I returned it as it wasn’t going to be a good fit for activities like I planned.,Wanted this to be better,1.0,"['Special Size: Tall', 'Size: X-Large Tall', 'Color: Carbon Heather (090)/Black']",2023-02-26
18,Sizing is very off. Please size up at least one or two sizes!,Buyer beware. Please be sure to size up!!,1.0,"['Special Size: Standard', 'Size: Large', 'Color: Academy Blue (409)/Steel']",2023-07-27
19,"This fitted more like a medium than a standard large, the quality is cheap. Material is more of an almost see through. This brand has gone downhill fast and I’m jumping off this ship.",Cheaply done,1.0,"['Special Size: Standard', 'Size: Large', 'Color: Academy Blue (409)/Steel']",2023-03-26
20,"I don’t typically leave bad reviews. But this Under Armour shirt is simply horrible. It’s tissue paper thin, see-through and lacking any and all quality. Under Armour used to have great athletic apparel. But now it’s become so hit or miss. This shirt is definitely a miss. Don’t buy especially for the cost. You can find 2-3 off brand shirts for the same cost with triple the quality.",Cheap and thin material! Under Armour where did your quality go?,1.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Academy Blue (409)/Steel']",2022-08-05
21,This shirt is not the usual Under Armour quality shirt. I have worn the exact shirt for years and currently have 4. None of them are like this shirt with shoulder seams too small and very rough. I am dissapointed in the quality of this shirt.  Richard Childress,Shoulder seams are small and very rough,1.0,"['Special Size: Standard', 'Size: Large', 'Color: Black']",2022-11-07
22,Runs small,Nice product but it runs small,1.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Academy Blue (409)/Steel']",2023-07-02
23,Runs small compared to one I bought in another color at the Under Armor store.,Runs small compared to one I bought in store?,1.0,"['Special Size: Standard', 'Size: X-Small', 'Color: Carbon Heather (090)/Black']",2023-05-19
24,"Bought this pullover washed it twice and as can be seen in the picture the right hand cuffs seam unraveled. Since I purchased it on sale in the summer, I didn't weat it until October which was pasted the return date. I won't be buying clothes the early in the future.",Disappointed.,1.0,"['Special Size: Standard', 'Size: Medium', 'Color: Academy']",2022-11-07
25,This is actually see-through.  It is very cheap quality.  I am actually questioning whether this is genuine Under Armor.,SUPER  and cheap,1.0,"['Special Size: Standard', 'Size: Large', 'Color: Academy Blue (409)/Steel']",2023-03-23
26,Please note the two photos. One on left is from same UA Men's Tech Medium purchased 3-4 years ago and worn frequently in Fall/Winter. Pictured right is the one I just purchased for $40 on Amazon and received today. It was of significant poorer quality than the same product purchased years ago. This is unfortunately consistent with several other reviewers of this product. This will be the last UA product I purchase as their quality has turned for the worse. Do better.,UA lost a longtime customer. These are significantly poorer quality than original.,1.0,"['Special Size: Standard', 'Size: Medium', 'Color: Artillery Green (357)/Black']",2019-10-27
27,"I bought an XL and it fits like a xxxl, but it says XL on the neck line. Bought a large, and a large tall to see, both fit way too small.",Horrible Sizing,1.0,"['Special Size: Tall', 'Size: Large Tall', 'Color: Academy Blue (409)/Steel']",2022-11-13
28,"Brighter colors in these show every wrinkle - I've washed it, dried in normal dryer setting, used the steamer and nothing but wrinkles - unwearable unless you want to look like a mess... So it's sitting in the closet (waste of money on this one)",Wrinkles!!,1.0,"['Special Size: Standard', 'Size: XX-Large', 'Color: Red (602)/Black']",2022-06-13
29,I have bought many q zips. I love them for Fall thru Spring. I bought 3 of these because they were on sale. They are so thin I have to wear a heavy shirt underneath. I got a cream white one that might be illegal if it got wet. Go with Carhartt. They have the best.,Thin and cheap feeling,1.0,"['Special Size: Standard', 'Size: 3X-Large', 'Color: Halo Gray (014)/White']",2022-03-11
30,SUPER FREAKING THIN! RUNS EXTREMELY SMALL,NOT WHAT WE EXPECTED,1.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Academy Blue (409)/Steel']",2023-04-26
31,"I should have read the reviews, but I am a long time customer of UA so I trusted that I did not need to read the reviews. I can't describe my disappointment when I opened my package and saw this long sleeve shirt that is literally see through.  I can't understand how there are so many five star reviews for this shirt. This shirt is no where near the quality of any of my other UA clothing.  I have lost my confidence with UA and will be returning this item.",Tissue paper quality fabric,1.0,"['Special Size: Standard', 'Size: Large', 'Color: Academy Blue (409)/Steel']",2019-12-21
32,"It's the correct shape,  but made out of the thinnest,  cheapest, fabric anyone could possibly find. $30?!?!? This is a $5 shirt tops.",Thin cheap crap,1.0,"['Special Size: Standard', 'Size: Large', 'Color: Carbon Heather (090)/Black']",2022-12-16
33,The one I received is made in Cambodia.  The material is as thin as women's stockings.  Should find the ones that are made in Jordan that actually have felt/fleece material on the inside.,Made in Cambodia - DO NOT BUY,1.0,"['Special Size: Standard', 'Size: Medium', 'Color: Academy']",2022-09-28
34,"The fit was perfect as was the light weight however the zipper is junk & it zips all the way sometimes, but sticks a few inches from being fully zipped 1/2 the time. I’d not but again because of the junky poor quality zipper. I guess to be expected made in Mexico! Nice looking I must add!!",Cheap zipper sticks before being fully zipped. Nice fabric but cheaply made.,1.0,"['Special Size: Standard', 'Size: Medium', 'Color: Black (001)/Charcoal']",2022-01-23
35,Ordered for my husband and he loved it but he put it on for the first time today and there is already a hole in the sleeve. We are very disappointed. Too late to return.,Hole in the sleeve right out of the package,1.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Black (001)/Charcoal']",2022-09-16
36,it came with the seem sewn off... clearly not torn but defect on manufacturer and came with a hole.,bad sewing,1.0,"['Special Size: Standard', 'Size: Medium', 'Color: (005) Black / / Radio Red']",2022-12-04
37,"Super thin material, see through. Not sure what the purpose of such a thin material is. Afraid the material will tear just looking at it. Not worth the $20 sale price and definitely worth full price.",Super thin,1.0,"['Special Size: Standard', 'Size: XX-Large', 'Color: Black (001)/Charcoal']",2022-06-23
38,Under Armor 2.0 1/2 zip is extremely thin( can see through both layers when held up in normal room lighting). I was very disappointed with this Under Armour product and returned.,Extremely thin!,1.0,"['Special Size: Standard', 'Size: Large', 'Color: Black']",2022-08-21
39,"The hoodie is purple, not blue.  Looks nothing like the picture.",Blue??,1.0,"['Special Size: Standard', 'Size: Medium', 'Color: (468) Sonar Blue / / Black']",2023-02-26
40,Did not like the material or even the usage ! May be it’s not for me. I love UA brand but not this particular one,Too thin,1.0,"['Special Size: Standard', 'Size: Large', 'Color: Academy Blue (409)/Steel']",2022-11-02
41,"This shirt is so thin, it is see-through. Wow...Under Armour doesn't make stuff like they use to.",Literally see-through material,1.0,"['Special Size: Standard', 'Size: Medium', 'Color: Academy']",2022-11-22
42,My single ply toilet paper is thicker than this shirt.  I'm very disappointed at the quality of this Under Armour product.,Serves no purpose since it's so thin,1.0,"['Special Size: Standard', 'Size: Medium', 'Color: Academy']",2022-10-15
43,It is so thin you can see right thru. It fits small.,Don't buy this,1.0,"['Special Size: Standard', 'Size: Large', 'Color: Academy Blue (409)/Steel']",2022-12-02
44,"Unlike regular under armor shirts, this is very low material quality and very thin. Doesn't justify the price or the brand name.",Very poor quality,1.0,"['Special Size: Standard', 'Size: Small', 'Color: Cruise Blue (899)/White']",2022-08-24
45,Size is not correct and it was a gift for Christmas.....it will not let me exchange....runs small,Too small,1.0,"['Special Size: Standard', 'Size: XX-Large', 'Color: Academy Blue (409)/Steel']",2022-12-26
46,The quality went really downhill and is very disappointing coming from UA. Very thin and cheaply made,Terrible quality. Very thin!,1.0,"['Special Size: Tall', 'Size: Large Tall', 'Color: Academy Blue (409)/Steel']",2022-10-11
47,It was used before.,It was used! Do not buy it!,1.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Academy Blue (409)/Steel']",2022-08-19
48,"Ordered an LT, received an 4XLT. See through material. Very flimsy.  Will not buy again.","wrong size, cheap material",1.0,"['Special Size: Tall', 'Size: Large Tall', 'Color: Academy Blue (409)/Steel']",2022-10-17
49,It didn’t work for us. The shirt was way too small. It is tapered as described and it does stretch a little bit. But it’s way to small for somebody that wears a normal size XL. You need to go to the next size up. And I did not see a 3XL just in case that doesn’t fit either.,It didn’t work out for us.,1.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Carbon Heather (090)/Black']",2020-03-08
50,This product does not fit as expected. It is literally 2 sizes too small.,False Advertising on Sizing,1.0,"['Special Size: Tall', 'Size: 4X-Large Tall', 'Color: Academy Blue (409)/Steel']",2022-10-02
51,If u wash it it wont fit.,Not for anyone even semi tall,1.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Academy Blue (409)/Steel']",2023-01-13
52,I should have paid more attention to the reviews. This shirt may be fine for summer time to keep the sun off but its so thin maybe you would even get burnt wearing it. Not under armour quality at all.,See through shirt,1.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Academy Blue (409)/Steel']",2021-10-01
53,Didn’t like it. Too cheaply made.,Too thin!,1.0,"['Special Size: Standard', 'Size: Medium', 'Color: Black (001)/Charcoal']",2022-10-29
54,"Product is three sizes smaller than it should be.  I ordered a size larger than normal, and it's still ridiculous.",Kids sizes,1.0,"['Special Size: Standard', 'Size: 4X-Large', 'Color: Carbon Heather (090)/Black']",2022-05-06
55,"Charmin makes thicker toilet paper. If you want people to see your nips, this is a great shirt. Other wise it’s one level above fishnets for a shirt. Arrived 10 mins ago and I’m on my way to send it back!",Terrible quality and toilet paper thin!,1.0,"['Special Size: Standard', 'Size: XX-Large', 'Color: Black (001)/Charcoal']",2021-06-22
56,Very disappointed in UA. I'm a huge fan of UA but this shirt was so disappointing that I returned it. I didn't take a picture but it's so thin that it's see through and thinner than regular UA short sleeve shirts.,Too thin. So sheer that it's literally see-through,1.0,"['Special Size: Standard', 'Size: Large', 'Color: Black']",2020-12-02
57,"This long sleeve shirt is soo thin, you can see through it.",See through,1.0,"['Special Size: Standard', 'Size: Small', 'Color: Black (001)/Charcoal']",2022-08-11
58,This shirt was on a family member’s Christmas list and I was embarrassed to give it to them. The material is tissue thin. Not worth the price at all.,Embarrassing gift,1.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Carbon Heather (090)/Black']",2022-01-27
59,Poor quality. Looks fake and used,Poor quality,1.0,"['Special Size: Standard', 'Size: Large', 'Color: Academy Blue (409)/Steel']",2022-10-15
60,"I should have heeded the warnings in the reviews, this shirt is so thin I wore it ONCE and the entire front of the shirt was snagged and tore.  It is super thin, cheap  not worth the price I paid.","Cheap, thin and snags very easy",1.0,"['Special Size: Standard', 'Size: XX-Large', 'Color: Black (001)/Charcoal']",2021-02-18
61,"This product is horribly made. The way the seems are sewn together makes a quarter inch tall raised seem that is completely uncomfortable it rubs you raw. This is the most uncomfortable shirt I've ever worn, do not buy this garbage.",Horrible design,1.0,"['Special Size: Standard', 'Size: Medium', 'Color: Royal (402)/Black']",2021-02-04
62,"Poor Quality, I have the same shirt and is not the same","Poor Quality, I have the same shirt and is not the same",1.0,"['Special Size: Standard', 'Size: Large', 'Color: Halo Gray (014)/White']",2022-07-01
63,The picture was misleading! The material was so thin and shear like.,Not as advertised,1.0,"['Special Size: Standard', 'Size: 4X-Large', 'Color: Academy Blue (409)/Steel']",2022-06-24
64,Poor cheap quality. Very very thin,Poor cheap quality. Very very thin,1.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Black (001)/Charcoal']",2022-06-23
65,I should read review before purchasing.,paper quality,1.0,"['Special Size: Standard', 'Size: Medium', 'Color: Carbon Heather (090)/Black']",2022-06-14
66,This is so thin imagine wearing then thinnest single ply toilet paper as a shirt. That’s what this is.,It’s barely a shirt,1.0,"['Special Size: Standard', 'Size: XX-Large', 'Color: Academy Blue (409)/Steel']",2021-11-23
67,Very poor quality and material is see through,Poor quality,1.0,"['Special Size: Standard', 'Size: Medium', 'Color: Red (602)/Black']",2022-03-30
68,"terrible quality tvar ((bought as a gift, sent to another country to my brother. very upset with the quality of the goods. I want to get compensation",awful quality (((,1.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Red (602)/Black']",2020-12-21
69,Not the same quality as you would find in the store for the same price. Probably the thinnest shirt I now own.,Very thin.,1.0,"['Special Size: Standard', 'Size: Medium', 'Color: Royal (402)/Black']",2021-06-24
70,"I ordered the same size shirt as purchased in the store and these were thinner, and shorter in length",Does not fit like store bought one,1.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Carbon Heather (090)/Black']",2022-01-26
71,"When I bought it it was 40$ and now I see it’s 30$ just a few days later , way overpriced",Overpriced and so so,1.0,"['Special Size: Standard', 'Size: Medium', 'Color: Halo Gray (014)/White']",2021-04-19
72,Not heavy,Not what I expected for 2.0,1.0,"['Special Size: Standard', 'Size: Large', 'Color: Red (602)/Black']",2022-02-16
73,Not at all up to expectations,Very thin see thru. Not great,1.0,"['Special Size: Standard', 'Size: Medium', 'Color: Halo Gray (014)/White']",2021-12-15
74,Extremely thin and see through.  Disappointed with  the quality of this UA product and returning it.,Too thin,1.0,"['Special Size: Standard', 'Size: Medium', 'Color: Academy']",2021-02-03
75,"This product came with multiple holes, it seems that the fabric was rotten, in the images you will appreciate the multiple holes that it presents.",Product full of holes,1.0,"['Special Size: Standard', 'Size: Large', 'Color: Carbon Heather (090)/Black']",2020-04-16
76,These sizes are NOT equal to sizes in the USA. They are about half that size. Sending it all back,NOT USA sizes,1.0,"['Special Size: Standard', 'Size: XX-Large', 'Color: Halo Gray (014)/White']",2020-10-17
77,Not worth the money or time. Will not buy another UA product again. Thinner then pantyhose. Buyer beware.,Extremely thin material,1.0,"['Special Size: Standard', 'Size: Small', 'Color: Black (001)/Charcoal']",2020-11-04
78,Way to thin. Almost transparent. Expected to be thicker,Way to thin. Almost transparent. Expected to be thicker,1.0,"['Special Size: Standard', 'Size: Medium', 'Color: Black (001)/Charcoal']",2021-11-05
79,So thin it’s transparent! Like wearing some mesh long sleeve. If you’re looking for something in between a t-shirt and jacket this is not it!,So thin you can see through it,1.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Carbon Heather (090)/Black']",2021-02-24
80,The material is way too thin. Might as well be lingerie. Just look at my pics.,Super thin,1.0,"['Special Size: Tall', 'Size: XX-Large Tall', 'Color: Academy Blue (409)/Steel']",2020-04-28
81,Absolutely horrible. The material is so thin you can see your skin through it !! Do not buy !!,See through thin,1.0,"['Special Size: Standard', 'Size: 3X-Large', 'Color: Halo Gray (014)/White']",2019-12-09
82,The men's underarmor is not the quality that pictured in the order. VERY THIN FOR WINTER !  when reading the description it leads you to believe that its what you wear over all your running gear to go out for a run. This is something you would wear as a shirt not impressed! Especially for the money . Do much better taking the time to go into sports hope and purchase physically.  Not happy with this!,Honest Review!,2.0,"['Special Size: Standard', 'Size: Large', 'Color: Academy Blue (409)/Steel']",2023-12-23
83,"So this is what I hate about buying clothes online, you never get to touch the fabric before purchasing to know if it's to your liking or not.",Material feels cheap not worth what I paid for,2.0,"['Special Size: Standard', 'Size: XX-Large', 'Color: Carbon Heather (090)/Black']",2023-12-31
84,Bought it for a Christmas present hoping it would fit but it did not. Only wish that the return windows were more than 30 days because now it is past the date and I have a shirt that does not fit anyone!,Shirt sizes run small,2.0,"['Special Size: Standard', 'Size: X-Large', 'Color: (471) Blue Mirage / Cyber Blue / Black']",2023-12-18
85,"First time I wore it I noticed a hole in the front, then I found another in the back. Should have returned it.",Holes,2.0,"['Special Size: Standard', 'Size: XX-Large', 'Color: Red (602)/Black']",2023-12-22
86,"1) This one runs small - with the other UA tech products I have, don't usually see deviation from my size.",See through,2.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Halo Gray (014)/White']",2023-08-07
87,Material is thin enough you can see through the top.,Very light material,2.0,"['Special Size: Standard', 'Size: Large', 'Color: Academy Blue (409)/Steel']",2023-11-27
88,Purchased a Large and this Large has to be for a teenager.  Way to small.  My son likes it though,Size matters,2.0,"['Special Size: Standard', 'Size: Large', 'Color: Halo Gray (014)/White']",2023-10-11
89,"It may have been a dark color, but I could see clear as say through it.",Thinner than a tissue,2.0,"['Special Size: Standard', 'Size: X-Large', 'Color: (690) Chestnut Red / / Black']",2023-10-11
90,Good fit but super thin material. Good for light layering but it did not meet expectations for overall quality.,Very thin,2.0,"['Special Size: Tall', 'Size: X-Large Tall', 'Color: Academy Blue (409)/Steel']",2023-09-12
91,"Small was too small, medium was too big.  The material is very thin and rough, unlike other ua pullovers I have.","Poor material, fit",2.0,"['Special Size: Standard', 'Size: Medium', 'Color: Carbon Heather (090)/Black']",2023-08-17
92,Great quality and fair price. But wrong color. It’s more purple than blue. We took the tags off so had to keep it. My own fault. We’ll donate it. My son only wears blue. So my advice is to return it if you don’t like the color.,"It’s purple, not blue!",2.0,"['Special Size: Standard', 'Size: Large', 'Color: (468) Sonar Blue / / Black']",2023-04-09
93,The blue I selected I hoped would be as the picture reflects. This was definitely not that blue. It was a royal blue.,Color is off vs photo,2.0,"['Special Size: Standard', 'Size: Medium', 'Color: (468) Sonar Blue / / Black']",2023-05-15
94,"This top was very lightweight to have such a high neck. I believe it will be too large for my grandson, so I will send it back. The most shocking thing about this purchase was that it was shipped in the clear plastic bag it came in originally! I could not believe it! There was no privacy, and anyone could see the contents of the bag. I find this alarming, and somewhat disrespectful to a customer...not to mention that it might encourage theft. There is a limit to cost-cutting.",Unbelievable Shipping Practice!,2.0,"['Special Size: Standard', 'Size: Medium', 'Color: (716) Tourmaline Teal / / Black']",2022-11-08
95,"I got this as a present for my FIL as he likes to hike, walk, run etc. He loves this brand as it always run true to size on him and it’s usually quality. This particular item was very very very thin material and cheaply made. It also is very scratchy to the touch. The material overall is not good as it doesn’t feel nice on and it will easily disintegrate in the washing process. If you want something throw away this is it and the color is a nice deep blue. Plus it does run true to size.",It fits but it’s so thin,2.0,"['Special Size: Standard', 'Size: Large', 'Color: Academy Blue (409)/Steel']",2022-10-25
96,Color much lighter than image. Closer to “dark” pink or salmon.,Color much lighter than image,2.0,"['Special Size: Standard', 'Size: Medium', 'Color: (638) Chakra / / Black']",2023-07-18
97,True to size,Thin material,2.0,"['Special Size: Tall', 'Size: XX-Large Tall', 'Color: Carbon Heather (090)/Black']",2023-06-12
98,Much thinner than I expected. Husband woould have to wear an undershirt. Very disappointing.,Very thin.,2.0,"['Special Size: Standard', 'Size: Medium', 'Color: Academy']",2023-06-26
99,This is literally see through. Not worth it.,Tissue thin…,2.0,"['Special Size: Tall', 'Size: 3X-Large Tall', 'Color: Black (001)/Charcoal']",2023-07-06
100,"I have other Under Armour quarter zips that fit great... at 2XL. I ordered this as a 3XL (yeah, I put on a LITTLE weight) but if this is actually a 1XL I'd be shocked.",Very small!!,2.0,"['Special Size: Tall', 'Size: 3X-Large Tall', 'Color: Academy Blue (409)/Steel']",2023-03-04
101,"Bought on sale for my son who lives in UA clothing. I have bought many types of UA over the years, but this was my worst purchase. The material is paper thin and cheap-looking, not like the typical quarter zip UA tops. I am keeping it as he is not picky and will wear it if it’s the right color,  but it’s not worth the sale price paid.",Warning — Extremely thin material,2.0,"['Special Size: Standard', 'Size: X-Small', 'Color: Academy Blue (409)/Steel']",2022-10-22
102,"I should have read the negative reviews, not just the positive ones! It's true...this shirt is SO THIN. So yes, it's for hot environments, but then again, why would a person wear a long sleeve in a hot environment, especially with a t-neck? Sun protection? Sure, but then why would they wear a black one? And if it's cold out, why would you want a super thin one? This shirt doesn't know what it is. It has an identity crisis. It's not thick enough for winter and the material is so thin that even in the summer, if you got a white one, I think you'd get burnt through it easily. It's downright diaphanous. I think that once UA became super mainstream, they started cutting some corners, which usually happens to most brands.",Thinner Than Thin,2.0,"['Special Size: Standard', 'Size: Large', 'Color: Black']",2020-12-29
103,It’s very very thin for the price. Not worth it.,Just meh…,2.0,"['Special Size: Standard', 'Size: 4X-Large', 'Color: Black (001)/Charcoal']",2023-05-04
104,"My gosh, it is so THIN! Actually SHEER. I was not expecting such thin fabric. I’m a fan of UA and it’s items but this one is not at all the quality I expected. While I wasn’t expecting a full on fleece. I surely expected to be able to wear it and not have an under garment show through.",THINNNNNNNN,2.0,"['Special Size: Standard', 'Size: Small', 'Color: Black (001)/Charcoal']",2022-09-06
105,This is comfortable but the fabric is so thin you can see through it!,Really Thin Fabric,2.0,"['Special Size: Standard', 'Size: Small', 'Color: Academy Blue (409)/Steel']",2023-05-17
106,Very disappointed. Purchased 2 as Christmas gifts for my sons who are runners and immediately returned them. Very thin material and don’t have the typical quality of UA products.,Disappointing - not usual quality of UA,2.0,"['Special Size: Standard', 'Size: Medium', 'Color: Academy']",2023-01-02
107,Too small,Too small,2.0,"['Special Size: Tall', 'Size: 3X-Large Tall', 'Color: Academy Blue (409)/Steel']",2023-05-04
108,No Tags,Suspect,2.0,"['Special Size: Standard', 'Size: Large', 'Color: Black']",2023-06-12
109,Ordered a large received a medium and it was ripped. With holidays right around the corner I dont have the time to go back and fourth dropping off things for returns.,Ordered a large received a medium,2.0,"['Special Size: Standard', 'Size: Medium', 'Color: Carbon Heather (090)/Black']",2022-12-02
110,"The size runs tight thus I highly recommend ordering the next size bigger.  The material is also a bit thin (maybe to be used when ""layering"" for a run).  I would return it if I could but I did the mistake of washing it as soon as I received it since I have been previously happy with under armour clothing.  Unfortunately, this was a disappointing shirt.",Not what I expected unfortunately.,2.0,"['Special Size: Standard', 'Size: Large', 'Color: Carbon Heather (090)/Black']",2021-07-10
111,Fits to wsmall and I'm a small. Material to light.,"Not up to,",2.0,"['Special Size: Standard', 'Size: Small', 'Color: Academy Blue (409)/Steel']",2022-12-25
112,"I ordered white and what I received is a light gray color.  Not what I wanted.  Plus, the fit is way tighter than my other tops from UA.  I’d send it back, but I’m out of time before I travel, so Ill just let it go.  Totally done with UA products from now on.",Not what I expected at all,2.0,"['Special Size: Standard', 'Size: Medium', 'Color: Halo Gray (014)/White']",2021-07-22
113,I had several of these types over the years. This was the thinnest by far. Look through fabric.  Not what I was looking for.,Super thin,2.0,"['Special Size: Standard', 'Size: Large', 'Color: Black']",2022-08-08
114,"Thinner than most of their tee shirts. There was light coming through, it boarders on sheer. What a weird top. It’s going back. True to size for UA, not fitted.",Super thin,2.0,"['Special Size: Standard', 'Size: Large', 'Color: Carbon Heather (090)/Black']",2021-09-22
115,The arms and overall shirt length is too short. Bought this for a nephew for Christmas and it instantly became a hand me down when he tried it on. His belly hung out the bottom and looked more like a 3/4 sleeve. He's about 6 ft tall.,Length and arms too short for 6ft,2.0,"['Special Size: Standard', 'Size: Large', 'Color: Academy Blue (409)/Steel']",2021-02-13
116,"Too thin, will be returning.",Super thin,2.0,"['Special Size: Standard', 'Size: Large', 'Color: Academy Blue (409)/Steel']",2022-10-07
117,"Way thinner than expected, completely see-through.",Extremely thin.,2.0,"['Special Size: Standard', 'Size: Large', 'Color: Academy Blue (409)/Steel']",2022-03-29
118,"Very cheaply made, super thin, you can see right through it",See through,2.0,"['Special Size: Standard', 'Size: Medium', 'Color: Academy']",2021-12-18
119,"Super thin & isn’t high quality. Totally expect this to snag, rip, or pull.",Not good quality,2.0,"['Special Size: Standard', 'Size: Medium', 'Color: Academy']",2021-10-21
120,"Material is too thin, almost see through.",Thin material,2.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Academy Blue (409)/Steel']",2022-02-10
121,I ordered both variations of the red shirt and they are ORANGE. The one with the black zipper is less orange but they are definitely not the “red” color portrayed in these pics.,NOT TRUE TO COLOR,2.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Martian Red (646)/Black']",2020-01-26
122,"This would be a nice product but, seem to run a bit small.  Then the fact that it's so thin you have to wear a shirt underneath makes it even smaller",Thin,2.0,"['Special Size: Standard', 'Size: Medium', 'Color: Academy']",2020-01-09
123,I expected it to be a little thicker.. very thin,Veey,2.0,"['Special Size: Standard', 'Size: Large', 'Color: Black']",2021-06-05
124,Extremely thin material. I wouldnt be suprised if it rips right away. Very disappointed with the quality for the price,Cheap,2.0,"['Special Size: Standard', 'Size: Medium', 'Color: Academy']",2020-12-17
